id,show_name,season_number,episode_number,episode_title,overview,air_date,runtime_min,tmdb_episode_rating,episode_vote_count,still_path,still_file,season_poster_path,season_poster_file,tmdb_show_id,tmdb_episode_id,show_genres,show_genre_ids,directors,writers,guest_stars_top5,match_status
KTH051,King of the Hill,4,23,Transnational Amusements Presents: Peggy's Magic Sex Feet,"Peggy's embarrassment about her big feet ends when she meets a fetishist who directs her in a video Hank thinks is dirty, but Peggy approves of--wholefootedly.",2000-05-14,22,5.9,5,/k1P7cyDhI8m1xrMATNYLTRJ4gel.jpg,KTH051.jpg,/cEfduHDxc6fAOdaAY0QuKKq9cjM.jpg,2122-S04.jpg,2122,147812,"Animation, Comedy, Family","16, 35, 10751",Cyndi Tang,Jonathan Collier,"Sydney Pollack, Joanna Gleason, David Herman",matched (episode pull)
KTH052,King of the Hill,5,1,The Perils of Polling,"Bobby's act of heroism leads the Hills to a meeting with candidate George Dub-Ya, who turns Hank's vote from sure to tentative with the shake of a hand.",2000-10-01,22,7.5,2,/o9f03WmvS6U7TLpQDboheYgZ7G9.jpg,KTH052.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147837,"Animation, Comedy, Family","16, 35, 10751",,Jim Dauterive,"David Herman, Phil Hendrie, Jeanine Jackson, Jim Ward",matched (episode pull)
KTH053,King of the Hill,5,4,Spin the Choice,"Bobby rejects Thanksgiving after history lessons from John Redcorn, who longs to be a real father to his illegitimate son Joseph.",2000-11-19,22,7.333,3,/pdn84XdMWs131R41xTO9yUNwhXk.jpg,KTH053.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147841,"Animation, Comedy, Family","16, 35, 10751",Allan Jacobsen,Paul Lieberstein,"Breckin Meyer, Jonathan Joss",matched (episode pull)
KTH054,King of the Hill,5,7,What Makes Bobby Run?,"Bobby goes all-out to become school mascot, a high-profile post that suffers a low blow when he avoids a time-honored tradition.",2000-12-10,22,8.0,2,/mf194wzMYxQfFj6BrUdSDb2bnKu.jpg,KTH054.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147847,"Animation, Comedy, Family","16, 35, 10751",Cyndi Tang,"Peter Huyck, Alex Gregory","John Ritter, Ryan Janis",matched (episode pull)
KTH055,King of the Hill,5,11,Hank and the Great Glass Elevator,Bill and former Texas governor Ann Richards hit it off after a chance meeting resulting from Hank's reluctant prank in an Austin hotel.,2001-02-11,22,7.8,5,/c94ctHkSnSzSDhkNjFeVo2wroXX.jpg,KTH055.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147852,"Animation, Comedy, Family","16, 35, 10751",Gary McCarver,Jonathan Collier,"Ellen Barkin, Ann Richards, David Herman",matched (episode pull)
KTH056,King of the Hill,5,13,Ho Yeah!,"Unaware that the new employee at Strickland Propane is a prostitute, Peggy becomes her best friend and even offers her a place to stay--Hank's den.",2001-02-25,22,7.333,9,/ytB1v5kq1ZzJKRVelwzLuWQmfGW.jpg,KTH056.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147879,"Animation, Comedy, Family","16, 35, 10751",Tricia Garcia,Peter Huyck,"Snoop Dogg, Renée Zellweger, David Herman, Dave Thomas",matched (episode pull)
KTH057,King of the Hill,5,14,The Exterminator,Repeated exposure to poisons forces Dale out of extermination and into a desk job that leads him back into extermination--of careers.,2001-03-04,22,8.667,3,/kaE3VHF91ewaO8dfL8CYmnjDZE3.jpg,KTH057.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147877,"Animation, Comedy, Family","16, 35, 10751",Shaun Cashman,,"Breckin Meyer, Lisa Kudrow, Stephen Tobolowsky, David Herman, Jim Dauterive",matched (episode pull)
KTH058,King of the Hill,5,16,Hank's Choice,"When Bobby develops an allergy to Ladybird, Hank builds a doghouse, an elaborate accommodation that's perfect--for Bobby.",2001-04-01,22,7.333,3,/jRfENa2mxDGDNIuk7zwSXykx08S.jpg,KTH058.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147858,"Animation, Comedy, Family","16, 35, 10751",,Jon Vitti,David Herman,matched (episode pull)
KTH059,King of the Hill,5,17,It's Not Easy Being Green,"Hank joins Bobby's environmental effort, but only to preserve a long-time cover-up concerning a mishap with Boomhauer's car in high school.",2001-04-08,22,7.0,2,/65GS0UnvE54N7GqZJ9BuBGKkDou.jpg,KTH059.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147859,"Animation, Comedy, Family","16, 35, 10751",Jeff Myers,,"David Herman, Paul Giamatti, Chelcie Ross",matched (episode pull)
KTH060,King of the Hill,5,18,The Trouble with Gribbles,"Dale plans to buy Nancy a face-lift by suing a tobacco company, which countersues--and carelessly bugs his home.",2001-04-22,22,7.5,2,/hExtrLmgLuo27Jv0Nww9jZCztEx.jpg,KTH060.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147860,"Animation, Comedy, Family","16, 35, 10751",Shaun Cashman,Jim Dauterive,"David Herman, Castulo Guerra, Phil Hendrie, Robert Stack",matched (episode pull)
KTH061,King of the Hill,5,19,Hank's Back Story,"Wearing a prosthetic rump relieves Hank's back pain, but makes him the butt of friends' jokes as they all prepare for a riding-mower race.",2001-05-06,22,8.5,2,/6qKVzuG3QkP5OK3BxrT0SE2I82k.jpg,KTH061.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147861,"Animation, Comedy, Family","16, 35, 10751",Cyndi Tang,"Alan R. Cohen, Alan Freedland","Harry Groener, Tom McGowan, Dave Thomas",matched (episode pull)
KTH062,King of the Hill,5,20,Kidney Boy and Hamster Girl: A Love Story,Bobby avoids a beating by high schoolers by pretending to be one of them.,2001-05-13,22,8.0,2,/X8PFw6YfBbW8ixbRO7iubQMVQx.jpg,KTH062.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147864,"Animation, Comedy, Family","16, 35, 10751",Gary McCarver,Garland Testa,"Breckin Meyer, Natasha Melnick, Madeline Zima, Gwen Stefani, Adrian Young",matched (episode pull)
KTH063,King of the Hill,5,10,Yankee Hankie,"While a distraught Hank tries to deal with the fact that he wasn't born in Texas, Cotton and his buddies once again make plans to assassinate Fidel Castro.",2001-02-04,22,8.25,4,/ab6HIQ6CUQuRyBGW792KDciVAwZ.jpg,KTH063.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147851,"Animation, Comedy, Family","16, 35, 10751",Adam Kuhlman,Kit Boss,"Jack Carter, Ed Asner, K Callan",matched (episode pull)
KTH064,King of the Hill,5,15,Luanne Virgin 2.0,"As Luanne's sponsor in a sexual-abstinence program, Peggy has to testify about her lifetime total of sexual partners--and it's more than one.",2001-03-11,22,7.333,3,/6BLWQbKhyvODFCduQEqXqC0dUg.jpg,KTH064.jpg,/p7M0keqak0MpmBWC3wMkQh1tqWW.jpg,2122-S05.jpg,2122,147881,"Animation, Comedy, Family","16, 35, 10751","Adam Kuhlman, Shaun Cashman",Kit Boss,"Nathan Fillion, Owen Wilson",matched (episode pull)
KTH065,King of the Hill,6,1,Bobby Goes Nuts,Bobby goes from bullied to bully after learning a counterattack move in a self-defense class--for women.,2001-11-11,22,9.667,3,/pbDtAEhnsjkfcAsMAgIY3plDDAZ.jpg,KTH065.jpg,/iNqhRiSAmMMMBPqw1AqgEmAfBc0.jpg,2122-S06.jpg,2122,147884,"Animation, Comedy, Family","16, 35, 10751",Tricia Garcia,Norm Hiscock,"Breckin Meyer, Madeline Zima, Dennis Burkley",matched (episode pull)
KTH066,King of the Hill,6,2,Soldier of Misfortune,"After an accident at his gun club destroys Dale's confidence, Peggy proposes sending him on a bogus mercenary mission, which he fouls up.",2001-12-09,22,9.0,2,/iQ0lb3ZQTcjv7jrm1L3dMHSOSvZ.jpg,KTH066.jpg,/iNqhRiSAmMMMBPqw1AqgEmAfBc0.jpg,2122-S06.jpg,2122,147886,"Animation, Comedy, Family","16, 35, 10751",Anthony Lioi,J.B. Cook,"Breckin Meyer, Gary Busey, Phil LaMarr",matched (episode pull)
KTH067,King of the Hill,6,3,Lupe's Revenge,A female cop gets a hankerin' for Hank; Peggy accidentally brings back a native child after a school field trip to Mexico.,2001-12-12,22,7.0,2,/2HeysolFCrYLigDECmhhOYasDDz.jpg,KTH067.jpg,/iNqhRiSAmMMMBPqw1AqgEmAfBc0.jpg,2122-S06.jpg,2122,147902,"Animation, Comedy, Family","16, 35, 10751",Allan Jacobsen,,"Carlos Alazraqui, Castulo Guerra, Marisabel García, Marcelo Tubert, Kathy Bates",matched (episode pull)
KTH068,King of the Hill,6,4,"The Father, the Son, and J.C.","Hank's emotional outburst pushes him further from his father, so Bobby drafts Jimmy Carter to broker a Christmas peace.",2001-12-16,22,7.333,3,/sampFEpWlCPCtmv2TicdCPRpF8N.jpg,KTH068.jpg,/iNqhRiSAmMMMBPqw1AqgEmAfBc0.jpg,2122-S06.jpg,2122,147904,"Animation, Comedy, Family","16, 35, 10751","Tricia Garcia, Cyndi Tang",Etan Cohen,David Herman,matched (episode pull)
KTH069,King of the Hill,6,7,Torch Song Hillogy,"Peggy nominates Bobby to carry the Olympic torch through Arlen, but it's Hank who wins the honor--and bungles it.",2002-02-17,22,7.333,3,/y4QNL1G8QNPi5DLDnWKI9Is7Auk.jpg,KTH069.jpg,/iNqhRiSAmMMMBPqw1AqgEmAfBc0.jpg,2122-S06.jpg,2122,147907,"Animation, Comedy, Family","16, 35, 10751",Anthony Lioi,Emily Spivey,"Caitlyn Jenner, Phil LaMarr, David Herman",matched (episode pull)
KTH070,King of the Hill,6,9,The Bluegrass Is Always Greener,"Hank and the boys recruit Connie for a bluegrass fiddle contest, but Kahn insists that she focus on classical music.",2002-02-24,22,9.0,2,/rdgTDg3GRy3Axlc1erBJIJNr51y.jpg,KTH070.jpg,/iNqhRiSAmMMMBPqw1AqgEmAfBc0.jpg,2122-S06.jpg,2122,147909,"Animation, Comedy, Family","16, 35, 10751",Tricia Garcia,Norm Hiscock,"Yakov Smirnoff, Vince Gill, Charlie Daniels",matched (episode pull)
KTH071,King of the Hill,6,11,Unfortunate Son,"Cotton's financially strapped VFW group moves into Hank's home, prompting Hank to recruit Vietnam vets, to whom Cotton doesn't exactly cotton.",2002-03-10,22,7.5,2,/u3vPq4rsTtU8XIAgYbhbh1cvLWV.jpg,KTH071.jpg,/iNqhRiSAmMMMBPqw1AqgEmAfBc0.jpg,2122-S06.jpg,2122,147912,"Animation, Comedy, Family","16, 35, 10751",Anthony Lioi,Peter Huyck,"Jack Carter, Ed Asner, David Herman, John C. McGinley, Phil LaMarr",matched (episode pull)
